item_id	i_category	i_brand	r_complement	r_substitute
356	16	3	[2159, 45, 1107, 176, 1692, 1342, 161, 2155, 1045, 23, 1505, 486, 698, 1292, 208, 507, 1898, 344, 744, 1393, 815, 1912, 733, 1288, 471, 207, 1759, 805, 1888, 230, 1400, 1562, 496, 957, 605, 204, 1030, 488, 418, 2017, 1842, 1711, 21, 1922, 973, 434, 411, 994, 1389, 1289, 777]	[982, 2159, 777, 733, 1842, 2302, 1922, 1692, 957, 1030, 1816, 815]
1226	21	29	[1886, 1045, 550, 23, 789, 176, 811, 1331, 973, 1382, 2160, 411, 994, 1298, 1289]	[1299, 2195, 550, 2281, 2340, 1006, 2294, 2290, 2348, 1081, 1208]
2290	21	29	[1299, 655, 2195, 1886, 445, 2159, 45, 1844, 1474, 2294, 1342, 161, 1998, 1609, 1045, 23, 448, 208, 839, 344, 744, 1912, 550, 572, 207, 1006, 230, 1400, 850, 204, 643, 418, 2017, 20, 1532, 973, 434, 411, 994, 1289, 837]	[1299, 2195, 550, 2281, 2340, 1006, 2294, 2348, 1081, 1208, 2279, 2287, 1226]
194	2	0	[1073, 647, 859]	[647, 1617, 551, 1235, 558, 859, 1073, 846]
84	10	0	[]	[]
113	10	0	[48, 827]	[]
1619	3	24	[451, 2159, 1069, 1460, 176, 1342, 161, 1536, 1827, 1067, 1609, 1045, 736, 23, 486, 1899, 1731, 1900, 1039, 471, 572, 207, 694, 435, 230, 1400, 388, 204, 513, 2016, 2090, 1122, 1665, 1662, 2017, 1890, 418, 20, 21, 1382, 1615, 1190, 411, 994, 22, 1289]	[451, 1460, 1342, 1827, 1045, 736, 1899, 1900, 1039, 207, 230, 204, 2016, 2090, 1122, 1665, 1615, 1190, 1332]
311	8	21	[451, 1462, 2078, 45, 176, 106, 1442, 2155, 2295, 314, 1103, 735, 23, 769, 733, 892, 388, 845, 2012, 1579, 418, 103, 20, 973, 2025, 1615, 1389, 2274]	[735, 1579, 1462, 389, 766, 1752, 892, 1442, 845, 2025, 2155, 1389, 2012, 769, 2274]
1238	17	106	[1040, 1733, 258]	[]
1928	7	19	[222, 650, 65, 597]	[]
104	8	49	[2394, 45, 1406, 717, 721, 176, 1498, 1593, 1411, 106, 2155, 314, 1464, 33, 23, 486, 1292, 542, 922, 720, 1540, 1912, 22, 1990, 466, 1762, 1060, 1821, 1453, 1890, 418, 725, 1320, 558, 2017, 103, 557, 21, 315, 2094, 2027, 1174, 1389, 1736]	[45, 1406, 717, 721, 985, 1411, 106, 357, 314, 1265, 23, 1990, 466, 1762, 1060, 1821, 725, 103, 557, 315, 2094, 1736]
1729	9	53	[427, 23, 335, 103, 1163, 558, 486, 1067, 1016, 1879, 1666, 1087, 460, 496, 2086, 643, 893, 1101]	[893]
491	2	60	[655, 398, 1401, 1342, 161, 1998, 2164, 1045, 1910, 23, 486, 705, 208, 1666, 184, 186, 867, 378, 207, 837, 230, 1826, 2415, 829, 2108, 643, 1738, 1297, 2017, 1181, 1532, 973, 538, 1289, 960, 777]	[1297, 1910, 378, 2017, 705, 1592, 398, 278, 1401, 538, 184]
165	0	0	[]	[439, 1795, 1814, 2361, 1447, 1558, 1967, 359, 436, 2369, 1661, 1718, 1949, 1868, 1614, 1738, 1416, 1321, 727, 1362, 960, 2079]
93	0	0	[]	[390, 875, 2052, 1166, 1973, 1621, 914, 1833, 283, 2045, 1457, 1239, 2117, 1316, 2316, 1652, 201, 2327, 250, 2369, 708, 1836, 121, 638, 989, 126, 385, 1710, 1372, 140, 544, 2058, 147, 1433, 2009, 2171, 358, 60, 1517, 865, 1770, 1715, 2079]
631	20	107	[]	[]
92	10	0	[]	[1306, 2190, 836, 1704, 238, 890, 2138, 1315, 1135, 1862]
87	11	0	[]	[1570, 1805, 1447, 2403, 1558, 1967, 125, 430, 279, 2415, 1949, 1193, 1134, 1868, 1738, 1614, 1321, 2140, 2399, 2079]
551	2	35	[1737, 788, 1163, 1401, 161, 1101, 1486, 1103, 1910, 23, 2043, 705, 698, 408, 208, 1331, 184, 893, 1000, 1348, 1380, 157, 674, 837, 496, 793, 605, 488, 1722, 1412, 2017, 2178, 558, 491, 973, 994, 1289, 777]	[558, 705, 184, 1101, 793]
139	2	8	[381, 2052, 1506, 772, 1858, 2218, 1832, 187, 223, 2241, 1918, 184, 12, 1391, 2066, 1458, 1710, 465, 1696, 1834, 140, 737, 2064, 1433, 2009, 2017, 2171, 2135, 933, 1177, 349]	[187, 12, 465, 38, 349]
465	2	108	[1514, 655, 1622, 2052, 830, 772, 2218, 1988, 1832, 64, 1816, 187, 2043, 1452, 408, 407, 184, 12, 1695, 2165, 981, 1696, 2017, 1191, 2135, 803, 973, 1020, 777]	[]
129	13	7	[1267, 1627, 2248, 795, 613, 1032, 1944, 1134]	[]
212	5	0	[478, 163]	[]
202	0	2	[282, 395]	[]
295	8	0	[2159, 176, 2086, 2155, 1103, 735, 23, 635, 1292, 990, 1331, 507, 769, 471, 230, 845, 496, 994, 1579, 418, 2017, 1186, 20, 1902, 2296, 973, 2025, 2027, 1389, 1289, 777]	[2394, 735, 1628, 1579, 2155, 1310, 1752, 892, 2025, 845, 2086, 1389, 2012, 769]
85	3	0	[1104]	[]
128	13	0	[]	[2109, 2248, 1840, 405, 1630, 1947, 1776, 817, 241, 1944, 1068, 2238, 1455, 413, 1428, 613, 464, 889, 2105, 1648, 387, 926, 324, 1735]
793	2	35	[1788, 1737, 1163, 551, 1101, 23, 2043, 559, 698, 408, 815, 466, 496, 605, 488, 2017, 2178, 558, 973, 346, 1289]	[551, 558, 705, 1101]
657	8	45	[1563, 1930, 451, 1626, 1126, 1498, 106, 1410, 329, 1866, 314, 23, 645, 1845, 1231, 791, 1912, 207, 263, 864, 1100, 418, 315, 434, 1596, 994, 1651]	[1930, 775, 586, 329, 1498, 263, 1231, 1866, 864]
263	8	40	[655, 451, 1930, 45, 1460, 657, 1342, 161, 1536, 329, 1045, 736, 23, 652, 1441, 208, 1845, 186, 1039, 1912, 572, 710, 230, 1400, 513, 204, 643, 1112, 660, 1890, 418, 2017, 1283, 20, 1619, 21, 1615, 434, 411, 994, 1289, 837]	[1930, 28, 657, 586, 58, 329]
453	16	3	[445, 1886, 2159, 176, 811, 1692, 1342, 1998, 1816, 1045, 23, 1505, 208, 744, 815, 550, 733, 207, 1888, 230, 1400, 1562, 204, 418, 2017, 1619, 21, 1922, 973, 434, 411, 994, 22, 1289, 777]	[2159, 805, 1888, 1562, 777]
97	7	0	[634, 1446]	[634, 1446, 1350, 1025, 130, 621, 336, 1040, 2380, 1359, 1302, 2223, 2, 1813]
130	7	6	[1128, 471, 1712, 610]	[1350, 1025, 1128, 621, 1643, 336, 1040, 1359, 1302, 2223, 2, 610]
2062	6	109	[]	[]
941	2	0	[746, 486, 1592, 2135, 1988, 1225, 184, 656, 1177, 7]	[2159, 398, 1988, 1342, 7, 1910, 705, 184, 12, 2065, 378, 1836, 2092, 2108, 2064, 147, 2017, 1592, 2135, 491, 538, 960, 1177]
99	7	2	[702, 199]	[]
127	14	110	[]	[]
193	3	0	[]	[701, 1405, 757, 1980, 696]
102	3	103	[1847, 211, 1753, 965, 91, 1944, 960]	[]
550	21	29	[655, 1886, 1844, 811, 1987, 1342, 161, 1998, 1298, 1609, 1045, 23, 1505, 1331, 1355, 344, 255, 744, 572, 2070, 1888, 230, 1400, 388, 850, 204, 1843, 1662, 2017, 1181, 418, 20, 973, 1382, 1615, 994, 1289, 777]	[1299, 2195, 2281, 2340, 572, 1006, 2294, 2290, 2348, 1081, 1208, 973, 1226]
1508	3	20	[451, 1381, 1069, 1460, 1050, 1827, 32, 735, 1045, 333, 1099, 1900, 1895, 266, 2016, 327, 389, 211, 1619, 1753, 1615, 1332]	[]
290	3	111	[798, 1104, 179, 266, 418, 211, 1491, 1619, 1753, 234, 831, 821, 352, 292, 32]	[266, 2024, 899, 821, 901, 741]
163	5	37	[266, 211, 474, 478, 1134]	[]
242	6	8	[223, 2017, 455, 237, 184, 12, 910, 1696, 225]	[]
188	6	8	[223, 2064, 147, 334, 2135, 407, 66, 29, 1177]	[]
224	11	7	[164, 539, 1833, 1605, 548, 247]	[]
206	19	112	[]	[925, 614, 1952, 915, 1399, 1739, 2310, 2000, 1484, 2417, 1255]
792	14	113	[]	[1189, 1236, 2174, 1516]
114	0	2	[6, 50]	[]
154	8	46	[760, 1157, 1798, 1158, 857, 402, 2139, 1131, 1273, 976, 183, 452, 2085, 494, 1437]	[760, 1283, 2139, 1273, 452, 494]
461	21	114	[451, 1886, 2159, 1069, 1733, 808, 1342, 422, 1816, 1650, 1313, 23, 1643, 1666, 1432, 471, 572, 207, 281, 230, 388, 204, 479, 2090, 2017, 681, 1619, 2323, 973, 411, 1332]	[1299, 550, 681, 281, 808, 973, 411]
1899	3	115	[451, 1381, 1069, 1460, 1342, 161, 1536, 1998, 1653, 1827, 1609, 1045, 736, 23, 486, 1900, 2081, 1039, 769, 471, 572, 207, 694, 435, 230, 1400, 388, 352, 204, 2016, 2090, 1618, 411, 1122, 1665, 1662, 2017, 457, 418, 20, 1619, 21, 1711, 973, 1382, 1615, 1190, 434, 1289, 994, 22, 1332]	[1122, 451, 457, 471, 1460, 1619, 1190, 1731, 1900, 2016, 1827, 2090]
468	8	41	[760, 743, 23, 1100, 1594, 434, 968, 161, 643]	[1594, 1171, 743, 1819]
276	6	6	[172, 789, 2017, 967, 1181, 297, 1939, 686, 82, 683, 2112, 271, 1647]	[]
186	22	99	[451, 1886, 502, 1342, 1536, 1827, 1045, 736, 33, 23, 1597, 448, 1924, 505, 1544, 744, 550, 572, 207, 710, 1400, 501, 411, 1112, 660, 1890, 418, 1181, 20, 1532, 1619, 973, 1382, 1615, 1190, 2292, 994, 1289]	[1342, 2189, 1547, 1597, 1924, 505, 1544, 2191, 1085, 1633, 1921, 664, 1803, 230, 388, 608, 1600, 1855, 501, 1112, 660, 1890, 986, 152]
1384	19	116	[1129, 1413, 1829, 1962, 1494, 1794, 285, 619, 258, 1905, 1666, 2202, 253, 371, 344, 1933, 1552]	[1829, 1962, 1076, 619, 371, 1987, 1794]
1602	19	117	[1453, 2001, 1129, 1886, 1707, 23, 747, 1662, 1494, 1192, 614, 258, 1913, 253, 1022, 1962, 1893, 1289]	[1946, 1494, 158, 2202, 344, 781, 483, 1962, 69]
1727	19	117	[1911, 285, 915, 1936, 1022, 1758, 2204, 977, 1129, 23, 1494, 1666, 2310, 344, 1577, 1484, 917, 1348, 1660, 1413, 572, 482, 2110, 1552, 2000, 509, 1656, 2017, 298, 1076, 529, 1657, 1255]	[]
482	19	118	[2001, 1707, 1911, 285, 915, 1936, 1727, 1022, 1758, 1129, 1494, 619, 208, 1666, 344, 1484, 1348, 1413, 253, 2110, 483, 1552, 1794, 2000, 1390, 509, 1656, 2017, 258, 1482, 1483, 2202, 529, 1962, 1657, 1891]	[1129, 1413, 509, 1656, 1911, 935, 258, 285, 1936, 253, 1727, 2110, 1022, 1657, 1891]
253	19	119	[2001, 1707, 285, 1905, 1727, 1022, 1129, 1494, 2310, 344, 1348, 1660, 1413, 935, 482, 2110, 483, 1552, 1399, 1453, 1390, 509, 1656, 2017, 258, 1532, 1483, 1962, 1891, 1602]	[509, 1656, 1911, 935, 482, 285, 258, 1936, 1727, 2110, 1022, 1657, 1891]
258	19	119	[2001, 1707, 1869, 1911, 285, 1022, 2204, 1129, 1494, 344, 1348, 1660, 1413, 482, 253, 2110, 1552, 509, 1656, 1483, 1962, 1891, 1602]	[509, 1656, 1911, 935, 1936, 253, 1727, 2110, 1891]
1936	19	120	[2001, 1911, 285, 915, 1727, 1022, 1758, 2204, 1129, 1494, 698, 1739, 1666, 344, 1484, 1348, 1660, 1413, 935, 2110, 483, 1552, 2000, 1023, 509, 1656, 2017, 1076, 1482, 529, 1657]	[1413, 509, 1656, 1911, 935, 258, 1482, 253, 1727, 2110, 1022, 1552, 1758, 1657, 1023]
935	19	117	[2001, 1707, 1911, 285, 1936, 1727, 1022, 1758, 2204, 1461, 1129, 1494, 1739, 344, 1348, 1413, 253, 2110, 483, 1552, 1023, 1453, 1390, 1656, 1076, 1482, 258, 1483, 1962]	[1129, 1413, 509, 1656, 1911, 258, 285, 1482, 1936, 253, 1727, 2110, 1022, 1552, 1023]
725	8	49	[45, 1406, 1498, 106, 1251, 2155, 1067, 314, 1515, 23, 1151, 104, 1729, 1992, 1990, 854, 892, 543, 1762, 496, 204, 1060, 1821, 1100, 103, 558, 557, 21, 315, 2094, 22, 1389, 1289, 1736]	[23, 45, 1406, 717, 103, 985, 1990, 466, 106, 104, 315, 1251, 1762, 2094, 314, 1736]
145	8	56	[2159, 559, 2078, 635, 1016, 1291, 636, 1292, 89, 990, 230, 531, 1902, 1342, 2027, 1389, 496]	[2184, 1272, 33, 636, 2098, 2032, 1051, 1320, 89, 1588, 533, 651, 780, 1421, 675, 1215, 1937]
440	22	99	[451, 1886, 1474, 45, 502, 1342, 161, 1045, 736, 23, 1924, 208, 505, 1331, 1731, 1192, 1544, 186, 1900, 744, 1912, 572, 207, 1400, 1896, 608, 501, 1280, 1122, 1890, 1662, 2017, 418, 2156, 20, 1532, 1619, 21, 973, 1382, 1615, 434, 411, 994, 22, 1289]	[1342, 1597, 1924, 505, 1544, 2191, 186, 1921, 664, 694, 230, 388, 608, 1600, 1855, 204, 501, 1112, 1890, 986, 152, 1615]
552	18	64	[488, 2169, 1163, 558, 408, 854, 391, 957, 12, 346, 629, 1101]	[1207, 408, 1087, 1160, 399]
69	19	83	[747, 45, 285, 1905, 1639, 1987, 1933, 161, 1536, 1758, 1609, 1129, 23, 698, 619, 2102, 344, 1348, 1660, 1413, 572, 2070, 2110, 483, 1552, 643, 1023, 1656, 2017, 1070, 1076, 258, 1532, 2202, 1962, 1384, 1289, 837]	[747, 1494, 167, 619, 158, 1666, 2202, 344, 1038, 483, 1933, 781, 249, 1602]
1460	19	121	[451, 2159, 1381, 1069, 1342, 1536, 1653, 1827, 1045, 736, 23, 1899, 2160, 1731, 1900, 1039, 1912, 471, 572, 207, 230, 1400, 388, 204, 1137, 2016, 2090, 411, 1122, 1665, 418, 2017, 1619, 973, 1382, 1615, 1190, 434, 1289, 994, 22, 1332]	[451, 471, 1069, 1899, 1190, 1731, 1900, 1332, 1827, 2090, 2016]
178	20	122	[]	[]
121	0	0	[]	[390, 2320, 2052, 1166, 1621, 2317, 914, 283, 2045, 1457, 1239, 2316, 1652, 1146, 201, 617, 2327, 1466, 2404, 126, 385, 1710, 514, 140, 544, 2058, 147, 1433, 2009, 2171, 358, 2135, 1517, 708, 1715, 93]
1392	2	93	[1126, 1585, 1908, 1719, 1624, 1498, 1815, 2094, 1151, 2039, 1445, 1623]	[1126, 1585, 2072, 1719, 1624, 2042, 1151, 2039, 1445, 1623, 1141]
620	8	44	[451, 1886, 2159, 2078, 2098, 176, 1498, 531, 1342, 161, 23, 559, 652, 635, 1016, 1292, 990, 1845, 1421, 344, 572, 1291, 2061, 230, 1400, 496, 850, 508, 204, 643, 1628, 2017, 1320, 2032, 1619, 1902, 973, 1190, 434, 2027, 1289]	[1272, 33, 2142, 2098, 1856, 2032, 2061, 1320, 89, 1588, 533, 2053, 780, 1421, 675, 1937]
2214	28	123	[1158, 45, 379, 2267, 161, 2164, 1045, 23, 652, 1900, 733, 572, 1896, 450, 418, 1063, 1619, 1615, 1289, 2293, 777]	[2267, 823]
189	2	8	[1822, 139, 2320, 2052, 381, 1973, 2317, 2036, 283, 928, 12, 638, 2066, 140, 1834, 2064, 2171, 2135, 2006, 1177]	[139, 1725, 638, 2066, 2036, 12, 1834]
137	7	0	[]	[1041, 2329, 310, 458, 2323, 2200, 1608, 653, 1974]
320	6	97	[1453, 23, 1573, 2017, 1181, 674, 1728, 208, 1893, 359, 978, 1328]	[]
1860	9	12	[]	[]
369	10	0	[1197]	[]
156	13	0	[]	[55, 1539, 215, 817, 560, 203, 337, 1961, 75, 129, 613, 2300, 2013, 1956, 880, 926, 1954, 1989, 387, 394]
403	23	124	[]	[1295]
1656	19	125	[2001, 1911, 1869, 285, 915, 1936, 1727, 1022, 1758, 2204, 977, 1461, 1129, 1494, 698, 1739, 1666, 344, 1972, 1484, 1348, 1660, 1413, 157, 935, 2110, 1552, 2000, 1399, 1023, 1453, 1390, 509, 1076, 1482, 258, 1483, 2202, 529, 1255]	[1129, 1413, 509, 1911, 935, 1482, 285, 258, 1936, 253, 1727, 2110, 1022, 1552, 1758, 1000, 1023]
285	19	117	[2001, 1869, 1911, 1952, 915, 1936, 1727, 1022, 1758, 2204, 1129, 1494, 1666, 344, 1348, 1660, 1413, 482, 2110, 1552, 1023, 509, 1656, 2017, 1482, 529, 1962, 1384]	[1129, 1413, 1656, 1911, 482, 1482, 1936, 253, 1727, 2110, 1022, 1552, 1758, 1657, 1023]
1022	19	117	[2001, 1707, 1869, 1911, 285, 915, 1936, 1727, 1758, 2204, 1436, 1129, 1494, 698, 1739, 2310, 1666, 344, 1972, 1484, 917, 1348, 1660, 1413, 935, 253, 2110, 1552, 2000, 1023, 1656, 1076, 1482, 529, 1657, 1255]	[1129, 1413, 1656, 1911, 935, 482, 285, 1482, 1936, 253, 1727, 2110, 1552, 1758, 1657, 1023]
1482	19	117	[2001, 1869, 1911, 285, 915, 1936, 1727, 1022, 1758, 2204, 1129, 1494, 1739, 2310, 1666, 344, 1484, 1348, 1660, 1413, 935, 2110, 1552, 2000, 1023, 1453, 1390, 1656, 1076, 1483, 2202, 529, 1962]	[1129, 1348, 1413, 1656, 1911, 935, 285, 1936, 253, 1727, 2110, 1022, 1552, 1758, 2204, 1023]
1023	19	117	[2001, 1707, 1911, 1869, 285, 915, 1936, 1727, 371, 1022, 1758, 2204, 1129, 1494, 344, 1484, 1348, 1413, 935, 1552, 1399, 1453, 1390, 1656, 1076, 1482, 258, 1962]	[2001, 1707, 1911, 285, 1936, 1727, 1022, 1758, 2204, 1129, 1348, 1413, 935, 253, 1552, 509, 1656, 1482, 258]
1758	19	117	[2001, 1707, 1869, 285, 915, 1936, 1727, 1022, 2204, 1129, 1494, 1739, 2310, 1666, 344, 1484, 1348, 1660, 1413, 935, 2110, 1552, 69, 2000, 1023, 1453, 1390, 1656, 1482, 2202, 529, 1255]	[1129, 1348, 1413, 1656, 1911, 935, 1482, 285, 1936, 253, 1727, 2110, 1022, 1552, 2204, 1023]
1129	19	117	[2001, 1869, 285, 915, 1936, 1022, 1758, 2204, 447, 1494, 1666, 2310, 344, 1484, 1348, 1660, 1413, 935, 2110, 1552, 2000, 1023, 1656, 1076, 1482, 258, 529, 1962, 1602]	[1413, 1656, 1911, 482, 285, 1482, 1936, 253, 2110, 1022, 1552, 1758, 1657, 1023]
540	4	126	[]	[]
143	7	0	[]	[2217, 871, 1917, 1836, 1839, 2052, 539, 2218, 1830, 2215, 562, 2162, 2092, 1459]
539	6	7	[]	[]
181	25	127	[23, 1381, 1611, 1163, 1076, 1619, 1666, 1987, 1933]	[]
105	8	49	[1563, 45, 2078, 176, 325, 106, 1342, 161, 2086, 1609, 476, 1045, 736, 635, 486, 1292, 1666, 507, 922, 572, 207, 2070, 22, 230, 1400, 466, 496, 513, 643, 994, 1060, 1821, 1662, 725, 2017, 418, 298, 103, 20, 557, 1063, 21, 1902, 2027, 1174, 1289]	[2078, 45, 176, 1498, 106, 1342, 467, 2086, 486, 1292, 1666, 507, 1438, 2070, 22, 1400, 466, 338, 496, 2027, 1060, 1821, 418, 103, 725, 487, 20, 557, 21, 994, 1174, 1289]
314	8	49	[1930, 2159, 1626, 2078, 561, 176, 1498, 985, 1411, 325, 686, 1593, 531, 1692, 2086, 2155, 556, 2164, 1464, 23, 652, 635, 1292, 507, 1268, 1900, 922, 720, 1540, 1912, 572, 710, 2144, 1295, 496, 508, 1100, 1063, 2095, 21, 1902, 315, 434, 2027, 22]	[1498, 2164, 1464, 652, 1292, 645, 507, 1992, 720, 710, 508, 1100, 1063, 109, 546, 21, 315, 434, 2027, 22]
466	8	49	[2078, 45, 1856, 176, 1498, 325, 106, 531, 1342, 2086, 527, 1067, 314, 1609, 577, 1045, 23, 652, 486, 1292, 1666, 507, 104, 1912, 2070, 1400, 496, 2027, 1122, 1662, 2017, 418, 103, 487, 1598, 557, 1971, 21, 1902, 2094, 2083, 22, 335, 1289, 1736]	[45, 1406, 1498, 985, 106, 467, 23, 486, 104, 2070, 1990, 338, 1762, 103, 725, 557, 315, 2094, 22, 1736]
671	9	128	[1163, 1658]	[]
695	19	129	[1584, 1971, 1567]	[1584, 1567]
1078	1	101	[1342, 161, 1536, 1827, 1609, 1045, 736, 23, 789, 208, 1331, 2160, 170, 471, 572, 207, 435, 230, 388, 1896, 1134, 1665, 418, 2017, 1181, 2156, 1532, 1619, 973, 1382, 1615, 411, 1289, 994, 1344, 1332]	[]
96	11	8	[]	[1627, 2320, 2052, 2317, 2036, 283, 1239, 107, 1316, 1652, 46, 224, 638, 126, 24, 1372, 1834, 1222, 544, 1433, 147, 2009, 2171, 1605, 1517, 309, 1770, 933]
316	6	7	[378, 1527, 1181, 1821, 1832, 1849, 244, 1722]	[]
426	5	0	[474, 478, 163]	[]
126	0	0	[]	[390, 875, 2052, 1166, 1973, 2317, 914, 283, 2045, 1457, 1239, 1316, 2316, 1652, 201, 617, 96, 708, 121, 638, 385, 1710, 514, 1372, 140, 1834, 2064, 544, 2058, 1433, 147, 2009, 367, 2171, 358, 1517, 1770, 93]
162	7	0	[]	[1313, 1041, 2329, 310, 2051, 458, 2323, 2200, 1608, 419, 653, 1974]
825	9	130	[]	[]
225	6	8	[223, 655, 1912, 2017, 1460, 242, 237, 208, 117, 434, 910, 737]	[]
1525	8	39	[1901, 1091, 1498, 109, 325, 1845, 1692, 1540]	[1559, 1091, 1901]
300	29	8	[2100, 79]	[]
547	2	131	[655, 1886, 1537, 176, 2087, 1342, 161, 1998, 1609, 1045, 23, 448, 208, 1331, 1192, 255, 744, 1912, 550, 572, 207, 230, 1826, 1400, 587, 513, 204, 643, 1662, 2017, 1181, 418, 20, 1532, 1939, 21, 973, 1382, 411, 994, 1289]	[655, 1380, 2065, 2017, 278, 184, 1286, 255]
501	22	99	[1045, 1843, 1597, 217, 207, 572, 1890, 1924, 418, 20, 458, 505, 502, 186, 744, 837]	[1112, 664, 1284, 1597, 660, 1890, 1803, 1924, 186, 1544, 1078, 230, 152, 388, 303, 1085, 2189, 608]
1951	5	4	[1241, 1603, 422, 161, 1009, 1910, 23, 217, 1700, 1175, 839, 744, 1090, 972, 674, 892, 496, 1599, 488, 2400, 1012, 418, 558, 973, 2412, 994, 1389, 1289, 837]	[1984, 1603, 1807, 629, 1009, 924, 1700, 348, 1175, 673, 674, 2067, 1329, 2247, 1599, 488, 1012, 2178, 1216, 1027, 346]
344	19	12	[595, 1163, 1639, 1987, 1933, 161, 2204, 1461, 23, 486, 698, 619, 1331, 1666, 1144, 1660, 1413, 550, 572, 2070, 230, 2110, 483, 1552, 654, 418, 2017, 389, 1076, 1532, 1962, 994, 1289, 777]	[1367, 747, 1987, 1933, 1494, 619, 158, 1666, 396, 796, 2070, 1038, 483, 69, 654, 167, 1076, 2202, 1602]
528	7	0	[1313, 1041, 1635, 310, 142, 458, 1608, 1898, 419, 277, 1944, 653, 1974, 1513]	[]
1411	8	39	[1563, 451, 2159, 1626, 1498, 1593, 1410, 314, 577, 1464, 23, 559, 652, 1292, 1268, 720, 769, 2144, 892, 508, 864, 1613, 806, 1100, 103, 2095, 1902, 2094, 2027, 22, 1389, 36, 1937]	[1626, 806, 717, 1908, 721, 1498, 1151, 106, 1410, 36, 314, 1540]
1389	8	55	[659, 2078, 45, 176, 1498, 1411, 1588, 106, 2155, 2086, 1103, 735, 33, 23, 559, 635, 1016, 1292, 990, 507, 769, 572, 1990, 892, 496, 2187, 1579, 1628, 418, 725, 103, 389, 20, 21, 1902, 2025, 2027]	[659, 106, 2155, 2086, 1103, 735, 33, 559, 635, 990, 1752, 769, 892, 845, 496, 849, 2012, 1579, 1628, 389, 21, 2025]
1136	22	0	[59, 451, 655, 1342, 161, 1045, 23, 505, 1898, 744, 207, 1400, 388, 204, 1112, 660, 1181, 20, 986, 973, 1615, 994, 1289]	[1112, 230, 986, 388, 1342]
2155	8	55	[2394, 659, 2078, 1856, 176, 106, 531, 2086, 1067, 314, 1103, 735, 577, 23, 559, 635, 1016, 1292, 507, 769, 2351, 1759, 230, 566, 892, 460, 496, 1579, 1628, 418, 1186, 21, 2319, 1902, 2296, 2027, 22, 1389, 1289]	[2394, 735, 1628, 1579, 659, 389, 1186, 1310, 1752, 892, 2025, 845, 2086, 1389, 2012, 769, 1103]
1722	19	61	[1737, 551, 2068, 316, 859, 1101, 980, 705, 698, 208, 344, 12, 293, 157, 934, 1329, 643, 415, 647, 2017, 558, 1191, 196, 2006, 1670, 837]	[647, 400, 1737, 2068, 934, 859, 1854, 1101, 1000]
705	2	60	[1737, 45, 1163, 551, 398, 1401, 1536, 1045, 1910, 23, 208, 12, 720, 293, 1826, 391, 587, 1722, 1297, 2017, 558, 1532, 1913, 491, 973, 1605]	[1297, 1910, 551, 558, 398, 491, 1401, 1101]
629	5	89	[1984, 1330, 45, 1807, 1101, 924, 1202, 348, 408, 1144, 2169, 673, 674, 1721, 2067, 1329, 552, 2167, 2247, 643, 488, 2178, 558, 1216, 1027, 973, 994, 346, 777]	[1984, 1330, 1807, 924, 321, 1202, 348, 2169, 673, 674, 1831, 1721, 2067, 1329, 2247, 488, 1115, 2178, 1216, 1027, 346]
1747	17	50	[1298, 802, 973]	[1841, 1026, 1843, 1844, 572, 1079, 281, 1024, 973, 411, 1432, 1298, 1095]
240	11	0	[1822, 139, 638, 12, 140]	[]
160	0	0	[]	[439, 1447, 1558, 1967, 430, 359, 1661, 1466, 279, 456, 1949, 1134, 1614, 1738, 1416, 1868, 1321, 727, 2079]
2210	8	0	[]	[]
770	2	68	[45, 1537, 176, 379, 1342, 1259, 879, 23, 1024, 16, 922, 992, 724, 1131, 572, 1257, 1169, 263, 402, 418, 2017, 557, 111, 411, 1289]	[1169, 1259, 379]
98	8	132	[476, 2078, 1759, 1856, 635, 561, 176, 1016, 2027, 1291, 507, 531, 460, 496, 2086, 22, 1067]	[476, 635, 2078, 490, 1291, 1759, 1292, 507, 460, 1902, 496, 2086, 2027]
1296	2	133	[2159, 2078, 45, 1856, 561, 176, 1498, 531, 2086, 527, 1067, 2164, 476, 692, 23, 652, 486, 1292, 507, 1365, 922, 1912, 183, 1295, 566, 496, 508, 2017, 1902, 2027, 22]	[508, 507, 1365]
1012	5	0	[1700, 674, 1951, 629, 488]	[1330, 1241, 1603, 1951, 1009, 1991, 1700, 348, 1175, 1090, 2169, 673, 674, 1721, 2067, 2167, 488, 1599, 2400, 1216, 2150, 2412, 346]
327	3	24	[122, 451, 1069, 1460, 1491, 161, 1653, 32, 2213, 1045, 333, 798, 266, 2090, 211, 1619, 1753, 2083, 22, 1389, 1289]	[1734, 2213, 211, 1228, 1036, 1876, 1349, 1980, 32, 2044]
419	7	4	[1635, 1181, 142, 1040, 2263, 277, 1944]	[1168, 2329, 1968, 1877, 2048, 2051, 458, 2200, 1608, 1894, 2263, 277, 2414, 653, 1974]
490	8	66	[885, 1107, 561, 176, 531, 2086, 1067, 476, 577, 23, 559, 1016, 1292, 507, 922, 1759, 460, 496, 1902, 2027, 22]	[476, 577, 98, 635, 2078, 1759, 1292, 507, 460, 1902, 496, 2086, 2027]
1009	5	4	[1951, 1700, 674]	[1330, 1241, 1603, 1951, 629, 924, 1991, 1202, 1700, 348, 408, 1090, 2169, 673, 674, 1721, 2067, 1329, 2167, 1599, 488, 1012, 2178, 1216, 1210, 1027, 346]
